gene,CARCASMEAN,GUTMEAN,SIG,PARA ,ORTHO,lethaltc,TRANS,HUMAN
gene5409,12.238,13.6773,0,0,174,0,0,0
gene5455,5.26922,1.49728,1,0,128,0,0,0
gene5402,3.881,0.648621,1,0,130,0,0,0
CUFF.455,2.92545,140.934,1,0,69,0,54,0
gene5454,0.0803077,0.196607,0,0,13,0,0,0
CUFF.451,29.2501,19.0926,1,0,6,0,0,0
gene5433,0.436274,20.2831,1,0,9,0,11,0
gene5481,831.245,11.7313,1,0,4,0,0,0
gene5461,80.68,225.41,1,10,495,0,15,0
gene5458,49.3558,90.0042,1,2,221,0,4,0
gene5448,15.302,1.62153,1,21,942,0,0,0
gene5446,202.143,167.049,0,0,3,0,0,0
gene5423,25.4293,19.2622,0,38,1469,0,0,0
gene5424,18.803,26.45,0,0,8,0,0,0
gene5444,7.11726,11.0319,1,0,3,0,13,0
gene5456,58.4741,24.8699,1,0,179,0,0,0
gene5429,37.08,42.2075,0,0,172,0,0,0
CUFF.456,2.68517,129.156,1,131,1043,0,74,0
gene5410,2276.45,3124.24,0,6,24,0,0,0
gene5459,131.354,149.511,0,2,521,0,0,0
gene5443,6.62215,6.3038,0,2,425,0,0,0
gene5475,69.6159,64.4676,0,0,6,0,0,0
gene5408,62.9698,141.5,1,2,132,0,5,0
gene5439,60.2674,156.631,1,1,3,0,19,0
gene5445,1.03048,0.389678,1,19,1770,0,0,0
gene5435,4.557,87.8849,1,224,9884,0,5,0
CUFF.457,14.2029,10.6575,0,224,9884,0,0,0
gene5430,30.8931,39.0112,0,46,1304,0,0,0
gene5407,10.2016,9.22853,0,0,149,0,0,0
gene5477,30.8898,27.7516,0,0,154,0,0,0
gene5449,92.1486,7.59108,1,0,159,0,0,0
gene5401,0.0190325,0,0,0,168,0,0,0
gene5404,335.645,436.574,0,1,327,0,0,0
gene5426,68.5403,62.993,0,0,122,0,0,0
gene5465,24.2672,32.7726,0,14,141,0,0,0
gene5450,4.02308,6.39574,0,0,153,0,0,0
gene5418,14.2328,11.8272,0,0,143,0,0,0
gene5470,60.4225,101.038,1,0,160,0,6,0
gene5460,14.6892,13.3688,0,2,505,0,0,0
gene5441,7.23161,0.930009,1,0,138,0,0,0
gene5417,18.0174,28.8471,1,0,162,0,10,0
gene5472,0,0,0,0,9,0,0,0
gene5436,2.39833,1.79822,0,0,121,0,0,0
CUFF.452,30.3937,35.1244,0,0,142,0,0,0
gene5437,60.8099,62.2441,0,0,6,0,0,0
gene5438,1.32084,0.164037,1,1,382,0,0,0
gene5478,146.149,43.9153,1,0,145,0,0,0
gene5471,16.6137,24.3216,1,0,4,0,17,0
gene5462,0.436391,0.919759,0,0,3,0,0,0
gene5479,15.3632,7.40929,1,2,6,0,0,0
CUFF.450,57.8057,52.2971,0,0,6,0,0,0
gene5427,20.6783,14.0417,1,0,162,0,0,0
gene5476,2.55796,0.830765,1,0,170,0,0,0
gene5422,0.402162,0.347551,0,1,317,0,0,0
gene5482,796.647,12.1996,1,0,141,0,0,0
gene5463,61.2393,94.0129,1,1,322,0,14,0
gene5413,9.54041,20.6285,1,0,160,0,22,0
CUFF.454,16.6748,18.1198,0,0,171,0,0,0
gene5432,2.76734,5.77825,1,0,138,0,5,0
CUFF.453,86.2098,66.4078,0,1,481,0,0,0
gene5411,8.21426,6.30608,0,0,7,0,0,0
gene5577,0.17142,0.131046,0,1,270,0,0,0
CUFF.468,15.9625,2.24355,1,0,158,0,0,0
gene5494,0.171246,0.387489,0,0,255,0,0,0
gene5501,69.858,160.046,1,0,157,0,2,1
CUFF.461,1.90482,0.52235,0,0,170,0,0,0
gene5484,0.320694,0.101094,0,0,6,0,0,0
gene5497,3.95616,3.41873,0,0,6,0,0,0
gene5488,65.9068,61.6084,0,2,172,0,0,0
gene5516,0.0660295,0.0186595,0,0,3,0,0,0
gene5522,0.0267762,0.0412029,0,0,148,0,0,0
gene5512,0.152491,0.0196195,0,0,166,0,0,0
gene5582,161.276,182.627,0,0,188,0,0,0
gene5517,39.0234,45.0151,0,0,90,0,0,0
gene5536,6.92111,8.63975,0,0,176,0,0,0
gene5514,13.4836,12.435,0,0,133,0,0,0
gene5561,17.4217,12.2186,1,0,3,0,0,0
gene5527,58.8738,104.323,1,1,3,0,4,0
gene5565,2300.36,2928.15,0,11,36,0,0,0
gene5504,31.2954,19.778,1,1,84,0,0,0
gene5572,26.7139,37.5753,0,1,169,0,0,0
gene5498,1.8669,5.89408,1,0,6,0,13,0
gene5519,59.5889,61.1341,0,0,168,0,0,0
CUFF.465,7.59066,8.2493,0,0,154,0,0,0
gene5570,9.3644,11.0126,0,0,9,0,0,0
gene5576,0,0.0264708,0,1,158,0,0,0
gene5518,12.458,13.4097,0,1,84,0,0,0
gene5513,119.204,109.654,0,0,31,0,0,0
gene5487,18.8982,19.4597,0,0,59,0,0,0
gene5491,5.66581,3.91654,0,0,142,0,0,0
gene5571,163.271,212.475,0,1,287,0,0,0
gene5552,0,0,0,0,8,0,0,0
gene5548,0.235054,0.449002,0,0,177,0,0,0
gene5568,35.0293,42.1501,0,1,146,0,0,0
gene5563,21.8352,56.597,1,1,3,0,32,0
gene5525,31.7851,39.2788,0,3,178,0,0,0
gene5521,0,0.00721334,0,0,6,0,0,0
gene5523,28.6946,34.3152,0,1,257,0,0,0
gene5503,155.787,174.259,0,7,477,0,0,0
gene5544,0.0734056,0.0844076,0,7,477,0,0,0
gene5569,0.633923,0.252911,0,7,477,0,0,0
gene5528,12.2418,16.5702,0,0,7,0,0,0
CUFF.466,0.319495,1.57692,1,0,5,0,80,0
gene5580,8.70395,11.936,0,0,175,0,0,0
gene5540,0.027002,0.0842854,0,0,7,0,0,0
gene5566,11.6558,17.2207,0,1,254,0,0,0
gene5543,0.168993,0.0592387,0,12,1032,0,0,0
gene5496,0.461484,0.0691821,0,3,207,0,0,0
gene5573,46.4616,39.5854,0,0,37,0,0,0
CUFF.464,16.3142,3.31904,1,7,477,0,0,0
gene5578,0.0734597,0.0285677,0,0,152,0,0,0
gene5581,65.8495,74.7782,0,7,477,0,0,0
gene5485,86.3271,38.72,1,45,852,0,0,0
CUFF.467,3.2629,12.9082,1,0,2,0,65,0
gene5500,8.32992,10.6023,0,21,595,0,0,0
gene5533,60.4344,52.1647,0,0,152,0,0,0
gene5531,68.7541,156.212,1,0,6,0,11,0
gene5562,11.4079,8.88413,0,0,171,0,0,0
gene5537,1.77139,0.613132,1,0,123,0,0,0
CUFF.459,0.378981,0.814769,0,0,137,0,0,0
gene5489,9.12114,1.7449,1,0,6,0,0,0
gene5511,31.8901,72.2907,1,3,48,0,17,0
CUFF.469,0.625795,0.146036,1,0,154,0,0,0
gene5542,0.0972697,0,0,0,6,0,0,0
gene5530,130.002,168.575,0,1,311,0,0,0
gene5560,11.6943,365.379,1,0,146,0,10,0
CUFF.463,14.2838,8.9109,1,7,755,0,0,0
gene5538,0,0,0,7,755,0,0,0
gene5499,0.0429333,0,0,7,733,0,0,0
gene5545,0.0217407,0.045908,0,15,278,0,0,0
gene5541,0.13394,0.0889483,0,1,271,0,0,0
gene5495,0.0938745,0.0232563,0,0,2,0,0,0
gene5534,48.4921,2.83199,1,2,21,0,0,0
gene5515,24.5907,4.01188,1,131,1043,0,0,0
gene5579,9.20757,10.1317,0,0,2,0,0,0
gene5539,0,0.0173714,0,3,46,0,0,0
gene5490,1.02194,0.935184,0,1,332,0,0,0
CUFF.471,98.1412,74.9422,0,10,1532,0,0,0
gene5547,0.222945,0,0,0,2,0,0,0
gene5529,14.0728,21.6695,0,1,29,0,0,0
gene5567,13.6501,12.0407,0,0,139,0,0,0
gene5520,26.9363,40.0318,1,1,13,6,6,1
gene5524,33.1546,39.9872,0,1,4,0,0,0
gene5592,0.146562,0.0339909,0,0,14,0,0,0
gene5593,0.484093,0.0140292,0,2,428,0,0,0
gene5588,48.6771,0.998096,1,0,2,0,0,0
gene5584,53.334,67.1088,0,1,4,0,0,0
gene5587,1.32512,0.0409851,1,4,541,0,0,0
CUFF.479,14.8857,12.0351,0,46,1304,0,0,0
gene5595,49.302,58.6679,0,46,1304,0,0,0
gene5586,171.97,8.3705,1,46,1304,0,0,0
gene5597,0,0,0,0,2,0,0,0
gene5596,29.0609,36.3954,0,13,621,0,0,0
CUFF.470,23.6694,25.8112,0,15,278,0,0,0
CUFF.478,6.48707,2.48643,1,72,1461,0,0,0
gene5585,8.96099,11.6048,0,37,689,0,0,0
gene5599,0.168867,0.75727,0,37,689,0,0,0
gene5601,0,0,0,12,355,0,0,0
gene5600,0,0,0,0,5,0,0,0
gene5616,30.0437,38.166,0,0,139,0,0,0
gene5606,0,0,0,0,160,0,0,0
gene5619,37.1658,38.7383,0,18,2050,0,0,0
gene5624,2.11497,15.0239,1,0,11,0,17,0
gene5618,16.8046,14.1235,0,0,157,0,0,0
gene5626,111.022,696.736,1,17,793,0,17,0
gene5627,33.078,42.7445,0,0,6,0,0,0
gene5612,37.0823,41.9788,0,0,655,0,0,0
gene5614,0.352124,0.139947,0,0,152,0,0,0
gene5607,21.18,24.3633,0,17,793,0,0,0
gene5629,42.1655,25.5358,1,0,151,0,0,0
CUFF.472,91.2182,234.023,1,0,160,0,42,0
gene5622,41.8593,61.2672,1,0,167,0,27,0
gene5621,48.8008,54.7207,0,2,300,0,0,0
gene5613,5.44714,6.49324,0,12,355,0,0,0
gene5609,47.5033,0.943518,1,0,6,0,0,0
gene5603,9.03684,1.07069,1,0,159,0,0,0
gene5628,33.8538,28.9743,0,17,793,0,0,0
gene5623,91.3594,609.387,1,1,20,0,36,0
gene5631,26.0982,15.2493,1,0,2,0,0,0
gene5620,7.5402,6.47791,0,0,5,0,0,0
gene5630,46.0626,83.4724,1,0,6,0,7,0
gene5625,13.2358,13.9004,0,0,110,0,0,0
gene5632,3.65914,4.41748,0,0,164,0,0,0
gene5640,7.26937,2.4247,1,0,88,0,0,0
gene5642,8.95687,13.8087,1,0,9,0,25,0
CUFF.486,1.26485,1.01578,0,0,152,0,0,0
gene5650,20.8533,27.7649,0,1,315,0,0,0
gene5643,9.63216,6.04862,1,7,813,0,0,0
CUFF.486,1.26485,1.01578,0,0,153,0,0,0
gene5644,5.71594,6.55046,0,0,152,0,0,0
gene5645,23.2528,20.294,0,0,41,0,0,0
gene5639,0,0,0,3,203,0,0,0
gene5649,16.2532,22.1084,0,0,145,0,0,0
gene5648,353.413,394.98,0,1,162,0,0,0
gene5651,0,0,0,3,360,0,0,0
gene5658,13.6751,19.933,1,17,793,0,13,0
gene5665,0.0568277,0.00502518,0,0,124,0,0,0
gene5656,5.71961,1.60104,1,1,337,0,0,0
gene5659,25.7364,99.9362,1,0,52,0,22,0
gene5667,19.0335,0.929594,1,0,167,0,0,0
gene5664,435.681,1428.28,1,0,6,0,7,0
gene5668,0,0,0,0,319,0,0,0
gene5663,359.846,1394.48,1,1,358,0,7,0
gene5666,1.04106,0.524441,0,0,79,0,0,0
gene5657,31.7105,11.6336,1,0,129,0,0,0
CUFF.483,7.04823,1.16908,1,0,6,0,0,0
gene5660,0.570075,0.499048,0,0,22,0,0,0
CUFF.482,90.9207,66.4832,0,1,267,0,0,0
gene5662,6.93764,5.67682,0,0,117,0,0,0
gene5669,1.13446,0.516336,1,1,162,0,0,0
gene5670,0,0,0,0,155,0,0,0
gene5677,12.8755,15.4156,0,3,307,0,0,0
gene5678,0,0,0,3,175,0,0,0
gene5680,0.00735883,0.0167986,0,0,202,0,0,0
gene5681,0,0,0,3,175,0,0,0
gene5698,0.0506848,0.0356213,0,3,175,0,0,0
gene5687,5.39012,5.96644,0,0,7,0,0,0
gene5684,14.1147,16.9263,0,2,173,0,0,0
gene5692,21.7826,44.5801,1,0,7,0,34,0
gene5688,17.9568,11.901,1,0,164,0,0,0
gene5690,23.7676,22.943,0,1,173,0,0,0
gene5697,0,0.0168025,0,0,123,0,0,0
CUFF.495,27.6857,32.5558,0,6,370,0,0,0
CUFF.484,8.39578,7.29654,0,0,43,0,0,0
CUFF.487,20.4618,32.1227,1,1,20,0,24,0
gene5689,12.7889,9.32822,0,0,155,0,0,0
gene5695,19.136,1.64893,1,0,6,0,0,0
gene5685,41.6245,46.6307,0,0,8,0,0,0
gene5691,5.89001,5.49345,0,17,793,0,0,0
gene5701,1.14725,1.2001,0,0,105,0,0,0
gene5700,0.240399,0.111037,0,0,150,0,0,0
gene5702,0.0692262,0.0468269,0,1,24,0,0,0
gene5703,0,0,0,1,367,0,0,0
gene5713,1.54768,1.64058,0,0,5,0,0,0
gene5715,0.654657,0.383614,0,5,412,0,0,0
gene5705,7.95026,9.56449,0,6,860,0,0,0
gene5721,0.0806695,0.103418,0,4,329,0,0,0
gene5707,1.68291,10.4666,1,0,6,0,16,0
gene5704,1.37566,0.10789,0,0,118,0,0,0
gene5716,0,0,0,30,1444,0,0,0
gene5717,12.3621,26.1163,1,224,9884,0,13,0
gene5714,0,0,0,3,51,0,0,0
CUFF.493,2.99482,5.34191,0,0,10,0,0,0
CUFF.489,0.0956008,0.287895,0,0,160,0,0,0
gene5720,20.0468,1.82696,1,16,987,0,0,0
gene5708,47.0101,30.3111,1,0,9,0,0,0
gene5719,48.3226,1.325,1,0,153,0,0,0
gene5718,0.284372,0.47046,0,0,150,0,0,0
gene5709,25.4493,45.3551,1,0,145,0,36,0
gene5722,0,0.00454147,0,0,7,0,0,0
gene5724,1.22426,1.23785,0,0,161,0,0,0
gene5725,0,0.0221422,0,0,3,0,0,0
gene5726,5.52435,245.525,1,0,143,0,19,0
gene5736,762.49,713.839,0,2,245,0,0,0
gene5731,254.066,397.291,1,2,586,0,4,0
gene5733,21.7275,16.8441,0,8,401,0,0,0
gene5740,30.3502,9.66286,1,0,161,0,0,0
CUFF.490,91.4698,97.9768,0,0,194,0,0,0
CUFF.496,38.1276,15.2006,1,4,150,0,0,0
gene5734,38.9936,37.4607,0,0,6,0,0,0
gene5735,215.729,264.151,0,0,156,0,0,0
gene5732,7.34033,0.71022,1,38,1469,0,0,0
gene5727,14.3253,11.84,0,21,743,0,0,0
gene5743,1.23922,0.0126241,0,0,172,0,0,0
gene5738,109.002,120.545,0,0,159,0,0,0
gene5742,21.08,21.8547,0,0,157,0,0,0
gene5730,190.648,46.5343,1,6,15,0,0,0
gene5745,0,0,0,0,156,0,0,0
gene5749,0.0519578,0.050651,0,0,5,0,0,0
gene5750,1.59216,0.76028,1,11,37,0,0,0
gene5755,0,0,0,0,122,0,0,0
gene5756,0.00377899,0,0,0,151,0,0,0
gene5757,0,0,0,1,7,0,0,0
gene5758,0,0,0,1,213,0,0,0
gene5759,0,0,0,0,2,0,0,0
gene5761,27.0947,9.86593,1,0,147,0,0,0
gene5763,0,0,0,0,2,0,0,0
gene5764,58.8594,4.58723,0,1,325,0,0,0
gene5762,6.2306,1.17838,1,1,302,0,0,0
gene5765,7.54192,4.25117,1,0,48,0,0,0
gene5766,0.00439585,0.00555948,0,0,83,0,0,0
gene5769,0,0,0,0,2,0,0,0
gene5779,41.9905,51.1459,0,2,182,0,0,0
gene5783,13.534,11.3012,0,0,444,0,0,0
gene5788,21.6013,15.0303,1,0,3,0,0,0
gene5792,13.8589,5.19975,1,0,263,0,0,0
gene5782,22.4298,11.5134,0,1,308,0,0,0
gene5775,3.22529,4.17049,0,0,196,0,0,0
gene5781,18.9345,10.3416,1,3,46,0,0,0
gene5774,32.7063,20.5912,1,0,11,0,0,0
gene5777,5.71813,11.0576,0,2,48,0,0,0
CUFF.498,15.8798,15.3536,0,2,400,0,0,0
gene5780,21.3569,14.0609,1,0,158,0,0,0
gene5773,14.822,16.6809,0,1,7,0,0,0
gene5790,26.5873,27.5696,0,0,8,0,0,0
gene5776,51.0864,26.5099,1,11,37,0,0,0
gene5785,14.0409,15.6199,0,0,151,0,0,0
CUFF.497,15.6732,19.5199,0,0,118,0,0,0
gene5778,27.9863,33.2362,0,0,85,0,0,0
gene5786,38.2775,47.2523,0,11,37,0,0,0
gene5770,0.311315,0.221912,0,0,2,0,0,0
gene5789,25.3831,17.2863,1,0,2,0,0,0
gene5772,46.9809,37.221,0,11,37,0,0,0
gene5794,26.3305,35.3734,0,1,329,0,0,0
gene5793,9.15974,12.7945,0,0,141,0,0,0
gene5795,0.0800691,0.0351587,0,0,90,0,0,0
gene5796,2.50415,0.682014,1,0,90,0,0,0
gene5798,0,0,0,11,37,0,0,0
gene5803,50.0005,52.636,0,2,400,0,0,0
gene5812,0.272042,0.690087,1,0,8,0,7,0
gene5801,0.0462648,0.232474,0,11,37,0,0,0
gene5814,32.9748,31.5443,0,2,578,0,0,0
gene5805,50.7031,47.7429,0,0,142,0,0,0
gene5820,0.0250122,0.0162943,0,0,181,0,0,0
gene5816,0.0315462,0,0,0,160,0,0,0
gene5800,137.878,160.332,0,0,478,0,0,0
gene5823,0.439793,1.00429,1,0,17,0,4,0
gene5807,41.6823,33.6509,0,0,4,0,0,0
gene5808,0,0,0,1,255,0,0,0
gene5818,2.31384,1.13039,1,0,7,0,0,0
gene5815,31.1058,31.5385,0,1,257,0,0,0
gene5802,34.5719,21.7927,1,1,309,0,0,0
gene5822,3.14083,1.39962,1,0,6,0,0,0
gene5799,0.101925,4.58477,1,10,495,0,6,0
gene5806,20.2497,21.3695,0,0,155,0,0,0
gene5817,0.0456595,0.055937,0,0,6,0,0,0
gene5804,35.0581,31.2438,0,0,386,0,0,0
CUFF.494,22.8447,18.2052,0,1,295,0,0,0
gene5813,2.45676,3.13191,0,0,3,0,0,0
gene5810,16.6417,15.2293,0,1,3,0,0,0
gene5824,2.40569,15.6212,1,4,64,0,13,0
gene5825,0.0170093,0.0116103,0,0,193,0,0,0
gene5826,0,0,0,2,39,0,0,0
gene5827,57.4248,103.557,1,0,8,0,4,0
gene5872,5.53025,7.09461,0,0,145,0,0,0
gene5882,1.35015,4.19166,1,5,148,0,4,0
CUFF.527,13.8738,2.28222,1,0,127,0,0,0
gene5889,0.157898,0.0151043,0,0,155,0,0,0
gene5871,20.9482,2.41945,1,0,159,0,0,0
gene5894,0.688774,0.786169,0,24,714,0,0,0
gene5836,13.6093,15.4676,0,0,14,0,0,0
CUFF.502,28.4612,24.9254,0,0,137,0,0,0
gene5844,0.160965,0.166904,0,1,253,0,0,0
gene5837,20.7429,15.987,0,0,231,0,0,0
gene5883,9.33508,12.028,0,2,411,0,0,0
gene5852,39.5347,49.2587,0,2,190,0,0,0
gene5847,813.86,0.919484,1,0,6,0,0,0
gene5873,43.1549,66.4327,1,3,81,0,7,0
CUFF.516,39.1794,26.0581,1,1,339,0,0,0
gene5832,73.3647,76.4055,0,0,123,0,0,0
gene5850,32.668,8.61555,1,2,411,0,0,0
gene5879,16.9139,23.8539,0,0,147,0,0,0
gene5854,10.9251,0.0268852,0,0,111,0,0,0
gene5881,10.4354,14.0989,0,1,15,0,0,0
gene5880,121.649,121.191,0,0,142,0,0,0
gene5828,37.4997,43.1609,0,0,141,0,0,0
gene5855,0.00672351,0,0,0,6,0,0,0
gene5875,5.58109,4.25841,0,0,8,0,0,0
gene5899,98.7087,24.8969,1,0,10,0,0,0
gene5891,0.0832221,0.236263,0,32,1089,0,0,0
gene5839,0.261749,1.76078,0,0,2,0,0,0
gene5898,77.263,26.0639,1,0,17,0,0,0
gene5861,0.00882693,0.00858546,0,0,6,0,0,0
CUFF.500,42.0902,31.8414,0,0,165,0,0,0
gene5885,88.4943,91.2059,0,3,360,0,0,0
gene5842,36.2138,43.3108,0,0,115,0,0,0
gene5859,15.305,13.2549,0,4,916,0,0,0
gene5863,11.8805,7.13534,1,3,360,0,0,0
gene5834,25.4157,61.8068,1,0,110,0,11,0
gene5851,20.9503,31.1758,1,0,155,0,9,0
gene5901,71.4052,107.237,1,0,8,0,29,0
CUFF.499,17.9058,0.565149,1,0,149,0,0,0
gene5833,5.22875,7.73378,0,0,127,0,0,0
gene5831,70.4964,102.567,0,224,9884,0,0,0
gene5848,4.96266,1.2743,1,0,142,0,0,0
CUFF.503,46.2237,129.092,1,0,5,0,16,0
gene5887,0,0.0506013,0,0,111,0,0,0
CUFF.505,43.6523,43.3069,0,1,321,0,0,0
CUFF.504,1.81964,9.06252,1,2,425,0,20,0
gene5878,0,0,0,0,173,0,0,0
gene5876,0.209434,0.00789812,0,0,2,0,0,0
gene5830,3.39011,1.84287,0,0,165,0,0,0
gene5862,72.2068,73.9219,0,1,14,0,0,0
gene5849,26.5923,21.8326,0,1,414,0,0,0
gene5886,35.7465,12.3875,1,1,156,0,0,0
gene5857,131.941,464.328,1,2,181,365,73,1
gene5868,10.7777,108.481,1,0,111,0,10,0
gene5835,3.55537,6.3004,1,0,161,0,2,0
gene5864,61.0374,49.419,0,12,984,0,0,0
gene5892,0,0,0,0,2,0,0,0
gene5888,0,0,0,8,316,0,0,0
gene5858,77.5203,88.7612,0,0,6,0,0,0
gene5897,45.8737,44.9369,0,0,8,0,0,0
CUFF.514,52.1335,22.0189,1,0,150,0,0,0
gene5914,22.0274,20.2498,0,1,35,0,0,0
gene5918,140.809,29.1117,1,1,35,0,0,0
CUFF.508,61.3004,45.4224,0,0,2,0,0,0
gene5917,7.77794,17.6849,1,0,3,0,28,1
gene5924,5.29871,1.05894,1,0,3,0,0,0
gene5928,11.9869,19.0227,1,0,154,11,11,0
gene5909,0,0,0,0,164,0,0,0
gene5921,17.8829,18.1782,0,0,6,0,0,0
gene5920,90.3046,140.539,1,0,7,0,5,0
gene5911,18.7108,24.1024,0,0,155,0,0,0
CUFF.509,2.95077,61.5388,1,0,6,0,75,0
gene5925,14.2977,13.8959,0,0,8,0,0,0
gene5908,76.1586,52.3101,1,0,6,0,0,0
gene5910,0.149593,0.174966,0,0,2,0,0,0
gene5916,0.210032,0.921341,0,0,6,0,0,0
gene5905,13.0191,4.43731,1,2,480,0,0,0
gene5927,52.2525,35.6755,1,0,146,0,0,0
gene5915,19.0175,156.813,1,2,480,0,17,0
gene5907,53.4686,58.138,0,0,5,0,0,0
gene5906,6.74513,8.07365,0,0,21,0,0,0
gene5923,143.957,152.451,0,21,595,0,0,0
gene5921,17.8829,18.1782,0,21,587,0,0,0
gene5929,0,0.0229824,0,0,3,0,0,0
gene5930,0.0785694,0.0227223,0,1,159,0,0,0
gene5931,0.55004,0.306495,0,24,714,0,0,0
gene5932,1.05755,1.09151,0,0,172,0,0,0
gene5933,0.0138538,0.00601511,0,4,686,0,0,0
gene5934,2.57512,0.339228,1,5,506,0,0,0
gene5939,33.9872,38.1255,0,0,5,0,0,0
gene5951,16.6179,13.7624,0,1,5,0,0,0
gene5941,142.494,74.1404,1,0,6,0,0,0
gene5940,91.4273,162.075,1,2,19,0,4,0
gene5946,117.625,198.697,1,0,20,0,16,0
gene5952,0.0473496,0,0,5,506,0,0,0
gene5944,27.1373,28.5146,0,0,119,0,0,0
gene5937,54.0145,41.7273,0,5,506,0,0,0
gene5948,12.6968,18.0633,0,0,143,0,0,0
gene5953,4.21801,1.3555,1,2,193,0,0,0
gene5955,3.54766,4.33868,0,0,269,0,0,0
gene5949,18.1615,8.29282,1,5,90,0,0,0
gene5958,3.16476,2.47944,0,1,7,0,0,0
gene5942,35.2497,7.37303,1,1,3,0,0,0
gene5936,48.1216,59.1838,0,4,835,0,0,0
gene5956,2.90675,1.16973,0,0,6,0,0,0
gene5950,7.93343,1.99189,1,0,169,0,0,0
gene5945,457.615,544.795,0,1,387,0,0,0
gene5938,249.857,294.85,0,4,499,0,0,0
gene5957,0.455415,0.129672,1,0,7,0,0,0
gene5947,11.4479,11.497,0,0,99,0,0,0
gene5959,0,0,0,0,150,0,0,0
gene5962,0,0,0,0,193,0,0,0
gene5963,0.053757,0.0442042,0,0,149,0,0,0
gene5964,0,0,0,1,360,0,0,0
gene5974,15.6424,19.0315,0,0,13,0,0,0
gene5971,14.6847,17.044,0,0,5,0,0,0
gene5984,16.4497,16.0901,0,0,146,0,0,0
gene5985,20.7973,2.35778,1,1,262,0,0,0
gene5980,59.8067,36.851,1,1,387,0,0,0
gene5968,42.9406,62.6364,1,72,1461,0,21,0
gene5967,58.2085,75.4524,0,0,2,0,0,0
gene5969,132.536,192.022,1,45,852,0,6,0
gene5978,79.3481,75.5313,0,1,304,0,0,0
gene5976,6.41667,2.34174,1,0,175,0,0,0
gene5983,54.6768,65.1576,0,46,1304,0,0,0
gene5973,39.8119,38.0816,0,0,3,0,0,0
gene5982,39.4179,14.3062,1,0,9,0,0,0
gene5979,7.9682,1.41638,1,1,3,0,0,0
gene5986,80.6318,2547.96,0,13,313,0,0,0
gene5975,0.0473828,0,0,1,259,0,0,0
gene5972,9.79306,4.81205,1,0,5,0,0,0
CUFF.517,45.8997,57.2228,0,3,22,0,0,0
gene5981,34.027,50.756,1,4,405,0,17,0
gene5988,0.772185,0.801943,0,1,147,0,0,0
gene6012,0.0224892,0.00369652,0,21,595,0,0,0
CUFF.515,60.4385,50.7006,0,224,9884,0,0,0
gene5998,21.8397,29.9055,0,224,9884,0,0,0
gene6015,142.512,81.893,1,4,92,0,0,0
gene6013,20.3717,23.1776,0,0,126,0,0,0
gene6001,199.237,310.396,1,0,155,0,4,0
gene6009,25.4961,40.127,1,0,125,0,10,0
gene5999,10.1246,1117.89,1,0,167,0,7,0
gene5997,84.9554,88.7074,0,0,171,0,0,0
gene6022,36.9462,44.8612,0,0,6,0,0,0
gene6002,8.20419,11.053,0,0,140,0,0,0
gene6003,27.6923,36.5501,0,0,140,0,0,0
gene6005,8.1352,9.01344,0,0,138,0,0,0
CUFF.513,6.94005,9.55644,0,0,7,0,0,0
gene6004,3.83973,7.07698,1,2,413,0,6,0
gene5994,38.8142,43.8437,0,0,151,0,0,0
gene6021,7.14624,7.72392,0,0,6,0,0,0
gene6011,32.8556,6.4839,1,1,317,0,0,0
gene6020,37.3405,55.4029,1,0,6,0,4,0
CUFF.512,3.32587,0.374228,1,0,298,0,0,0
gene6016,84.8045,96.6085,0,2,153,0,0,0
gene6019,306.301,342.073,0,0,154,0,0,0
gene6018,0.0143098,0.0558168,0,4,685,0,0,0
gene6010,43.2975,49.7965,0,0,157,0,0,0
gene6000,15.0833,14.4764,0,6,221,0,0,0
gene6007,0,0,0,0,3,0,0,0
gene5993,4.73058,4.69957,0,0,146,0,0,0
gene6008,0.477083,0.0369474,0,2,57,0,0,0
gene6017,15.4545,21.1559,0,224,9884,0,0,0
gene6023,0.0234621,0.0312446,0,11,623,0,0,0
gene6026,0.607943,1.1806,0,0,157,0,0,0
gene6028,0.0193392,0.0192435,0,1,178,0,0,0
gene6027,0.0157789,0,0,0,5,0,0,0
gene6049,8.52271,10.4462,0,2,468,0,0,0
gene6044,3.15254,79.606,1,2,452,0,20,0
gene6046,10.0908,278.818,1,0,6,0,9,0
gene6031,9.44818,14.1199,0,5,473,0,0,0
gene6030,0,0,0,5,315,0,0,0
gene6042,4.67755,1.69353,1,1,7,0,0,0
gene6034,0.774729,1.10885,0,0,72,0,0,0
gene6039,2.96392,0.153878,1,30,1444,0,0,0
gene6045,4.50534,17.6578,1,0,4,0,42,0
gene6041,6.36317,9.43067,1,0,6,0,2,0
gene6033,16.0386,22.8851,0,0,352,0,0,0
gene6050,0.23878,0.30574,0,1,428,0,0,0
gene6034,0.774729,1.10885,0,3,176,0,0,0
gene6047,19.3734,3.19665,1,0,8,0,0,0
gene6036,62.8566,55.1216,0,32,489,0,0,0
gene6043,4.7817,1.3103,1,0,7,0,0,0
gene6037,16.7188,15.5375,0,0,6,0,0,0
gene6040,94.6677,1.32448,1,0,93,0,0,0
gene6052,0.110592,0.0856701,0,0,138,0,0,0
gene6054,0,0,0,27,1541,0,0,0
gene6056,0.00885428,0,0,72,1461,0,0,0
gene6057,0.360413,0.334896,0,5,113,0,0,0
gene6082,9.05086,13.2485,0,0,141,0,0,0
